X,Y,Tangent X,Tangent Y,Fixed Theta,Reversed,Name
1.2469090909090907,-3.8178127136021867,1.2583677375256321,0.004166780587833152,true,false,
2.4219412166780585,-3.021957621326042,0.6333506493506489,0.9375256322624743,true,false,
3.1511278195488717,-2.276103896103896,0.47501298701298733,0.27917429938482585,true,false,
4.634501708817497,-1.9719289131920708,2.1083909774436096,-0.020833902939166205,true,false,
6.126209159261791,-2.2594367737525634,0.4291784005468209,-0.28750786056049193,true,false,
6.880396445659603,-3.176128503075871,0.7666876281613124,-1.4042050580997953,true,false,
7.751253588516747,-3.9053151059466846,0.9958605604921384,0.016667122351333052,true,false,
8.580442925495557,-3.042791524265208,0.0,0.8583568010936431,true,false,
7.70541900205058,-2.146933697881066,-1.1125304169514694,-0.01666712235133261,true,false,
6.830395078605604,-2.996956937799043,-0.39584415584415567,-1.0625290498974707,true,false,
5.992872180451127,-3.8511469583048528,-0.693267564122972,-0.35285024446349345,false,false,
4.726170881749828,-4.005317840054682,-0.8639550271427072,0.003105921455533567,false,false,
3.401134654818865,-3.826146274777853,-0.7914033594536588,0.30940948503163274,false,false,
2.3427723855092273,-3.1011264524948734,-0.6541845522898151,0.6291838687628166,true,false,
1.5927518796992481,-2.451108680792891,-0.7297724331828712,0.39723341090274655,false,false,
0.017708817498291153,-2.2386028708133967,-2.854244702665755,0.0,true,false,
