X,Y,Tangent X,Tangent Y,Fixed Theta,Reversed,Name
6.8681962533452285,-1.1363332189665822,-0.06056993511175168,1.0037303532804613,true,true,
8.905451811346547,-2.3677730690362266,-5.600153110047846,-0.004166780587833596,true,true,
