X,Y,Tangent X,Tangent Y,Fixed Theta,Reversed,Name
1.2469090909090907,-3.8178127136021867,1.2583677375256321,0.004166780587833152,true,false,
2.4219412166780585,-3.021957621326042,0.059838045388027616,1.9214241766710858,true,false,
4.633809575800392,-1.7757406634340578,2.1083909774436096,-0.020833902939166205,true,false,
6.187711120387913,-2.145717221669182,0.4291784005468209,-0.28750786056049193,true,false,
6.841336373269965,-3.0984068591246263,0.06268348112502142,-1.627253661915618,true,false,
7.901935840210655,-3.9092721492566063,0.9958605604921384,0.016667122351333052,true,false,
8.74054937221027,-2.987413891654089,0.0,0.8583568010936431,true,false,
7.750862078931312,-2.059389358080986,-1.1125304169514694,-0.01666712235133261,true,false,
6.795089303490574,-3.0614092033011135,-0.20965338299990322,-1.5415689926463512,true,false,
5.392261520182395,-4.048013358594778,-1.3103336437493978,-0.2189027969557813,true,false,
3.1600696188304807,-3.8321936996242885,-1.1839249863523973,0.6042950451173685,true,false,
2.225878809286792,-2.697598921036575,-0.5487985613821007,1.3658301274846665,true,false,
0.017708817498291153,-2.2386028708133967,-2.854244702665755,0.0,true,false,
