X,Y,Tangent X,Tangent Y,Fixed Theta,Reversed,Name
4.597,-0.85,-0.01317669663075538,-1.5812035956906605,true,false,
5.759532467532467,-3.4,3.508418318523582,-0.05000136705399827,true,false,
6.8681962533452285,-0.40,0.017305695746214766,0.7787563085796683,true,false,
