X,Y,Tangent X,Tangent Y,Fixed Theta,Reversed,Name
1.143,-2.286,0.762,0,TRUE,FALSE,
4.0894,-2.5654,1.6764,-0.635,TRUE,FALSE,
3.8354,-3.8862,-2.9464,0,TRUE,FALSE,
3.5814,-2.54,1.3462,0.5334,TRUE,FALSE,
6.1468,-2.2352,1.905,0.508,TRUE,FALSE,
6.35,-0.8636,-1.9304,0.5334,FALSE,FALSE,
5.715,-2.3368,1.2192,-1.7526,TRUE,FALSE,
7.1374,-3.4544,0.6604,-0.381,TRUE,FALSE,
8.5598,-3.2004,0.1016,1.4224,TRUE,FALSE,
7.366,-2.3622,-1.8542,0.0254,TRUE,FALSE,
0.3556,-2.286,-0.508,0,TRUE,FALSE,
